pixel,gps_true,drone_gps,drone_attitude
"(524, 188)","(-35.3632612, 149.1652381, 9.57)","(-35.3632415547205, 149.165258698797, 0)","(0.000717144226655364, -0.0011094538494944572, 0.9059237241744995)"
"(524, 177)","(-35.3632612, 149.1652381, 9.57)","(-35.363241109847245, 149.16525827550453, 0)","(-0.00014992599608376622, -0.00109853723552078, 0.9059540629386902)"
"(525, 188)","(-35.3632612, 149.1652381, 9.57)","(-35.363241316254054, 149.1652585742019, 0)","(-0.0048029604367911816, -0.0009955714922398329, 0.9058675765991211)"
"(525, 189)","(-35.3632612, 149.1652381, 9.57)","(-35.363241560493364, 149.16525879412356, 0)","(0.0008680599275976419, -0.0008871033787727356, 0.9058393836021423)"
"(525, 177)","(-35.3632612, 149.1652381, 9.57)","(-35.36324108211566, 149.1652583382701, 0)","(8.504613651894033e-05, -0.0009248884744010866, 0.9059240221977234)"
"(525, 187)","(-35.3632612, 149.1652381, 9.57)","(-35.363241282745435, 149.16525854330132, 0)","(-0.004678666125983, -0.0010128854773938656, 0.9058796763420105)"
"(525, 188)","(-35.3632612, 149.1652381, 9.57)","(-35.36324153390508, 149.1652587651146, 0)","(0.0011228498769924045, -0.0008433274342678487, 0.9058857560157776)"
"(526, 180)","(-35.3632612, 149.1652381, 9.57)","(-35.36324114046792, 149.16525848615416, 0)","(-0.000402639590902254, -0.0008246144861914217, 0.9058727025985718)"
"(526, 188)","(-35.3632612, 149.1652381, 9.57)","(-35.36324128267213, 149.16525863007647, 0)","(-0.004765563644468784, -0.0009094731067307293, 0.9058217406272888)"
"(526, 188)","(-35.3632612, 149.1652381, 9.57)","(-35.36324149441855, 149.16525882647502, 0)","(0.0011009607696905732, -0.0009556032018736005, 0.9058778285980225)"
"(526, 174)","(-35.3632612, 149.1652381, 9.57)","(-35.36324091077168, 149.1652582608615, 0)","(-0.0006358592654578388, -0.0008635303820483387, 0.9059492945671082)"
"(526, 187)","(-35.3632612, 149.1652381, 9.57)","(-35.363241258027585, 149.165258597151, 0)","(-0.004548955243080854, -0.0008943868451751769, 0.9058847427368164)"
"(527, 188)","(-35.3632612, 149.1652381, 9.57)","(-35.36324147463947, 149.16525890521507, 0)","(0.0016195273492485285, -0.0010005069198086858, 0.9058975577354431)"
"(526, 178)","(-35.3632612, 149.1652381, 9.57)","(-35.36324104001439, 149.16525838428856, 0)","(-0.0012108797673135996, -0.0009034041431732476, 0.9058491587638855)"
"(527, 188)","(-35.3632612, 149.1652381, 9.57)","(-35.36324125291577, 149.16525869839052, 0)","(-0.004524765070527792, -0.000997931812889874, 0.9057541489601135)"
"(527, 185)","(-35.3632612, 149.1652381, 9.57)","(-35.36324136587045, 149.16525879253857, 0)","(0.0016207197913900018, -0.000837643223349005, 0.9059618711471558)"
"(527, 171)","(-35.3632612, 149.1652381, 9.57)","(-35.36324073142718, 149.1652581997783, 0)","(-0.0012496645795181394, -0.0009620412020012736, 0.9059087038040161)"
"(527, 187)","(-35.3632612, 149.1652381, 9.57)","(-35.363241215462374, 149.16525866265457, 0)","(-0.004524486139416695, -0.0008308442775160074, 0.905880868434906)"
"(527, 188)","(-35.3632612, 149.1652381, 9.57)","(-35.36324146493433, 149.1652588877297, 0)","(0.001282770768739283, -0.0007260237471200526, 0.9058960676193237)"
"(528, 169)","(-35.3632612, 149.1652381, 9.57)","(-35.36324060325361, 149.16525815922193, 0)","(-0.0018105281051248312, -0.0006243231473490596, 0.9059371948242188)"
"(528, 188)","(-35.3632612, 149.1652381, 9.57)","(-35.36324121328543, 149.16525874749988, 0)","(-0.004680927377194166, -0.0006134141585789621, 0.9059363603591919)"
"(528, 178)","(-35.3632612, 149.1652381, 9.57)","(-35.3632410470485, 149.16525859263965, 0)","(0.0012480495497584343, -0.0007706184405833483, 0.9059808850288391)"
"(528, 161)","(-35.3632612, 149.1652381, 9.57)","(-35.36324034895673, 149.1652579186068, 0)","(-0.00048800764488987625, -0.0006991303525865078, 0.9059613347053528)"
"(528, 188)","(-35.3632612, 149.1652381, 9.57)","(-35.36324119615426, 149.16525875293146, 0)","(-0.004899022169411182, -0.000900662038475275, 0.905884325504303)"
"(528, 186)","(-35.3632612, 149.1652381, 9.57)","(-35.36324132470417, 149.16525886788153, 0)","(0.0007326750783249736, -0.0008730178233236074, 0.9059197902679443)"
"(528, 167)","(-35.3632612, 149.1652381, 9.57)","(-35.363240572582185, 149.16525814855643, 0)","(-0.0003455546102486551, -0.0009024330647662282, 0.905928909778595)"
"(528, 188)","(-35.3632612, 149.1652381, 9.57)","(-35.363241207518094, 149.1652587685709, 0)","(-0.004492473788559437, -0.0009752546902745962, 0.9057745337486267)"
"(257, 379)","(-35.3632612, 149.1652381, 9.57)","(-35.36324983433977, 149.1652352388588, 0)","(-0.003092715749517083, -0.0013056349707767367, 4.172889773045675)"
"(256, 374)","(-35.3632612, 149.1652381, 9.57)","(-35.363249781472454, 149.16523527830225, 0)","(0.002873497549444437, -0.0009763336274772882, 4.173048321400778)"
"(257, 376)","(-35.3632612, 149.1652381, 9.57)","(-35.36324975912373, 149.16523522281378, 0)","(0.0022599955555051565, -0.0006777774542570114, 4.173410717641012)"
"(257, 373)","(-35.3632612, 149.1652381, 9.57)","(-35.363249947508045, 149.1652353651242, 0)","(-0.0026369846891611814, -0.000584628083743155, 4.1737452189074915)"
"(257, 373)","(-35.3632612, 149.1652381, 9.57)","(-35.36324979639344, 149.1652352642666, 0)","(0.0036448799073696136, -0.00041814608266577125, 4.1740029493915)"
"(257, 374)","(-35.3632612, 149.1652381, 9.57)","(-35.363249801787255, 149.16523537195934, 0)","(0.0024278070777654648, -0.0002721237833611667, 4.17416745821108)"
"(259, 372)","(-35.3632612, 149.1652381, 9.57)","(-35.36324999032055, 149.16523540431174, 0)","(-0.0017706590006127954, -0.00013646714796777815, 4.174469296132223)"
"(259, 372)","(-35.3632612, 149.1652381, 9.57)","(-35.3632498647853, 149.16523532173522, 0)","(0.0034447279758751392, 3.5378510801820084e-05, 4.174689833317892)"
"(259, 373)","(-35.3632612, 149.1652381, 9.57)","(-35.36324986335529, 149.16523532124475, 0)","(0.002529426943510771, 4.450841515790671e-05, 4.175002400075094)"
"(260, 372)","(-35.3632612, 149.1652381, 9.57)","(-35.36325009710188, 149.16523537237077, 0)","(-0.0013182021211832762, 0.0003168039838783443, 4.175065819417135)"
"(260, 372)","(-35.3632612, 149.1652381, 9.57)","(-35.363249973272985, 149.16523528892245, 0)","(0.003812434384599328, 0.00041038787458091974, 4.175246302281515)"
"(260, 373)","(-35.3632612, 149.1652381, 9.57)","(-35.36324998000886, 149.16523529504764, 0)","(0.002539335982874036, 0.00044564245035871863, 4.1755200068103235)"
"(261, 371)","(-35.3632612, 149.1652381, 9.57)","(-35.36325014793626, 149.16523536082747, 0)","(-0.0015855765668675303, 0.0004048661212436855, 4.175763193761007)"
"(262, 372)","(-35.3632612, 149.1652381, 9.57)","(-35.363250049598676, 149.16523523039257, 0)","(0.002418591408059001, 0.00024166892399080098, 4.175842348729269)"
"(261, 373)","(-35.3632612, 149.1652381, 9.57)","(-35.363249995366495, 149.16523523993038, 0)","(0.002932145958766341, 8.066381269600242e-05, 4.17593223253359)"
"(261, 372)","(-35.3632612, 149.1652381, 9.57)","(-35.36325015609159, 149.16523535100444, 0)","(-0.002687230473384261, -5.386821067077108e-05, 4.176244560872213)"
"(261, 373)","(-35.3632612, 149.1652381, 9.57)","(-35.36324999572785, 149.16523524296014, 0)","(0.0029072402976453304, 9.581547055859119e-05, 4.176326100026266)"
"(261, 374)","(-35.3632612, 149.1652381, 9.57)","(-35.36324999089739, 149.16523524641494, 0)","(0.0019752932712435722, 0.00026589990011416376, 4.1764681974994105)"
"(262, 372)","(-35.3632612, 149.1652381, 9.57)","(-35.36325017381668, 149.1652353281606, 0)","(-0.0028755308594554663, 0.00039106799522414804, 4.176544491444723)"
"(262, 373)","(-35.3632612, 149.1652381, 9.57)","(-35.36325000731462, 149.16523521586367, 0)","(0.0029794254805892706, 0.0005336507456377149, 4.176687781010763)"
"(263, 375)","(-35.3632612, 149.1652381, 9.57)","(-35.36325001382542, 149.16523515794495, 0)","(0.0015848205657675862, 0.00031966378446668386, 4.176838461552755)"
"(263, 373)","(-35.3632612, 149.1652381, 9.57)","(-35.36325017086863, 149.1652352721273, 0)","(-0.002938810270279646, 0.0003434546815697104, 4.177020851765768)"
"(263, 375)","(-35.3632612, 149.1652381, 9.57)","(-35.363249983395264, 149.1652351355401, 0)","(0.002879221923649311, 0.0002814102917909622, 4.176951471959249)"
"(264, 378)","(-35.3632612, 149.1652381, 9.57)","(-35.36324996650031, 149.1652350707384, 0)","(0.0012746605789288878, 0.00033129460643976927, 4.177095715199606)"
"(262, 374)","(-35.3632612, 149.1652381, 9.57)","(-35.36325013265388, 149.1652353129886, 0)","(-0.003387007862329483, 0.000679039629176259, 4.177266184483663)"
"(263, 376)","(-35.3632612, 149.1652381, 9.57)","(-35.36324997430817, 149.16523504093888, 0)","(0.002077315002679825, 0.0005292430287227035, 4.1774378458606165)"
"(263, 379)","(-35.3632612, 149.1652381, 9.57)","(-35.36324994753069, 149.16523500836428, 0)","(0.0002888107264880091, 0.00021194532746449113, 4.177438322697775)"
"(262, 375)","(-35.3632612, 149.1652381, 9.57)","(-35.363250131882765, 149.16523519327757, 0)","(-0.004123001825064421, 0.00013070055865682662, 4.177531067525045)"
"(268, 379)","(-35.3632612, 149.1652381, 9.57)","(-35.36325000585175, 149.1652347808783, 0)","(0.0018535192357376218, 0.00022808666108176112, 4.1775363127337855)"
"(268, 380)","(-35.3632612, 149.1652381, 9.57)","(-35.36324992638717, 149.1652347916271, 0)","(-3.321491021779366e-05, 0.00011940969852730632, 4.177517954503195)"
"(261, 375)","(-35.3632612, 149.1652381, 9.57)","(-35.36324999055904, 149.165235213618, 0)","(-0.003172467462718487, -3.48284920619335e-05, 4.177676264439718)"
"(261, 378)","(-35.3632612, 149.1652381, 9.57)","(-35.3632497745591, 149.16523506615533, 0)","(0.0026565887965261936, 0.0001300863514188677, 4.177727524434225)"
"(261, 379)","(-35.3632612, 149.1652381, 9.57)","(-35.363249796404055, 149.1652350857961, 0)","(0.0005908699240535498, 0.0002315383026143536, 4.177683416997091)"
"(261, 375)","(-35.3632612, 149.1652381, 9.57)","(-35.36324997072103, 149.16523521339795, 0)","(-0.0025919820182025433, 0.0002823091053869575, 4.177774969731466)"
"(260, 378)","(-35.3632612, 149.1652381, 9.57)","(-35.3632497399062, 149.16523509991052, 0)","(0.0031902771443128586, 0.00018508599896449596, 4.177875582371847)"
"(260, 379)","(-35.3632612, 149.1652381, 9.57)","(-35.36324979031967, 149.16523513550268, 0)","(4.813224222743884e-05, 0.00020136496459599584, 4.177855555211202)"
"(260, 375)","(-35.3632612, 149.1652381, 9.57)","(-35.36324994924491, 149.1652352550563, 0)","(-0.0025371424853801727, 0.00032925684354268014, 4.177931372319357)"
"(261, 377)","(-35.3632612, 149.1652381, 9.57)","(-35.36324977975101, 149.16523508437785, 0)","(0.0032206682953983545, 0.00044497690396383405, 4.177882019673483)"
"(260, 377)","(-35.3632612, 149.1652381, 9.57)","(-35.363249838322446, 149.16523517842865, 0)","(-3.866645329253515e-06, 0.0003896030830219388, 4.177995983754293)"
"(260, 374)","(-35.3632612, 149.1652381, 9.57)","(-35.36324997733842, 149.16523527368204, 0)","(-0.0026409453712403774, 0.0002651768154464662, 4.178073231373922)"
"(260, 377)","(-35.3632612, 149.1652381, 9.57)","(-35.36324975465019, 149.16523512150167, 0)","(0.0034719682298600674, 0.0004119037766940892, 4.178214613591329)"
"(260, 377)","(-35.3632612, 149.1652381, 9.57)","(-35.3632498292541, 149.1652351783472, 0)","(0.0002901395782828331, 0.0005320596392266452, 4.178142611180441)"
"(260, 373)","(-35.3632612, 149.1652381, 9.57)","(-35.363249994140205, 149.16523529042206, 0)","(-0.002364091109484434, 0.0003559898177627474, 4.178238693867819)"
"(261, 375)","(-35.3632612, 149.1652381, 9.57)","(-35.36324982268737, 149.1652351119304, 0)","(0.003575837006792426, 0.0003048091602977365, 4.178179327641622)"
"(260, 375)","(-35.3632612, 149.1652381, 9.57)","(-35.363249876427155, 149.16523520764437, 0)","(0.00046122976345941424, 0.0004030574345961213, 4.178144041691915)"
"(260, 373)","(-35.3632612, 149.1652381, 9.57)","(-35.36324999592403, 149.16523529518142, 0)","(-0.0024805290158838034, 0.0004274221137166023, 4.178377691899435)"
"(260, 375)","(-35.3632612, 149.1652381, 9.57)","(-35.363249807903216, 149.16523515998912, 0)","(0.0033168350346386433, 0.00040940000326372683, 4.178224388753073)"
"(260, 375)","(-35.3632612, 149.1652381, 9.57)","(-35.363249887634936, 149.16523521235445, 0)","(0.00011151983926538378, 0.0003090825048275292, 4.178412739430563)"
"(260, 372)","(-35.3632612, 149.1652381, 9.57)","(-35.36325001540377, 149.16523529712677, 0)","(-0.0020315495785325766, 0.0001406019291607663, 4.178347651158468)"
"(259, 374)","(-35.3632612, 149.1652381, 9.57)","(-35.363249828224774, 149.16523520670484, 0)","(0.0030918873380869627, -0.00016690412303432822, 4.178404394780294)"
"(260, 373)","(-35.3632612, 149.1652381, 9.57)","(-35.36324991387826, 149.1652352035559, 0)","(0.001511584036052227, -0.00042007933370769024, 4.1783838907824915)"
"(261, 372)","(-35.3632612, 149.1652381, 9.57)","(-35.36325003287075, 149.16523525218327, 0)","(-0.0018471467774361372, 7.415973232127726e-05, 4.17843729654421)"
"(260, 374)","(-35.3632612, 149.1652381, 9.57)","(-35.36324981216327, 149.16523515866527, 0)","(0.0043557994067668915, 0.0003121290646959096, 4.178412262593405)"
"(261, 373)","(-35.3632612, 149.1652381, 9.57)","(-35.3632499108993, 149.16523519165978, 0)","(0.0018671981524676085, 0.0007764984620735049, 4.178445164357321)"
"(263, 372)","(-35.3632612, 149.1652381, 9.57)","(-35.3632500509749, 149.165235184562, 0)","(-0.0013513052836060524, 0.0008131275535561144, 4.178514544163839)"
"(263, 373)","(-35.3632612, 149.1652381, 9.57)","(-35.36324998912262, 149.16523506251193, 0)","(0.004486965015530586, 0.0006384809385053813, 4.17841869989504)"
"(263, 373)","(-35.3632612, 149.1652381, 9.57)","(-35.36325008425831, 149.1652351368911, 0)","(0.0004023349902126938, 0.00082127790665254, 4.178443495427267)"
"(263, 372)","(-35.3632612, 149.1652381, 9.57)","(-35.36325015673976, 149.16523518969623, 0)","(-0.001602998236194253, 0.0008305895607918501, 4.178587023411886)"
"(263, 375)","(-35.3632612, 149.1652381, 9.57)","(-35.36324994992429, 149.16523504459963, 0)","(0.003900956129655242, 0.0009040465811267495, 4.178497378026144)"
"(264, 374)","(-35.3632612, 149.1652381, 9.57)","(-35.36325009836194, 149.1652351059661, 0)","(-0.0006086115026846528, 0.0011637068819254637, 4.178537670766012)"
"(265, 372)","(-35.3632612, 149.1652381, 9.57)","(-35.363250206717325, 149.16523513579645, 0)","(-0.0023518488742411137, 0.0013151676394045353, 4.1786575953113)"
"(265, 376)","(-35.3632612, 149.1652381, 9.57)","(-35.363249970025464, 149.16523496693134, 0)","(0.0034049826208502054, 0.0013288805494084954, 4.178596083317892)"
"(265, 375)","(-35.3632612, 149.1652381, 9.57)","(-35.36325009895309, 149.16523505403387, 0)","(-0.0008791440050117671, 0.0012093780096620321, 4.17862588564028)"
"(265, 373)","(-35.3632612, 149.1652381, 9.57)","(-35.36325018929595, 149.1652351167087, 0)","(-0.0025616157799959183, 0.0011555681703612208, 4.178623501454489)"
"(265, 377)","(-35.3632612, 149.1652381, 9.57)","(-35.36324995115422, 149.16523493467867, 0)","(0.003442911198362708, 0.0008496366790495813, 4.178591791783468)"
"(265, 376)","(-35.3632612, 149.1652381, 9.57)","(-35.36325007018719, 149.16523501515476, 0)","(-0.0004280598077457398, 0.0007326250779442489, 4.178672377263204)"
"(264, 373)","(-35.3632612, 149.1652381, 9.57)","(-35.36325016618395, 149.16523513491515, 0)","(-0.0020560696721076965, 0.0006598205654881895, 4.178717915211813)"
"(264, 377)","(-35.3632612, 149.1652381, 9.57)","(-35.363249931418714, 149.1652349678681, 0)","(0.0036082046572118998, 0.000694889691658318, 4.178577009831564)"
"(264, 376)","(-35.3632612, 149.1652381, 9.57)","(-35.363250058213985, 149.1652350578358, 0)","(-0.0006596050807274878, 0.0006998932803981006, 4.178538386021749)"
"(264, 374)","(-35.3632612, 149.1652381, 9.57)","(-35.363250131335356, 149.16523510592438, 0)","(-0.001572335371747613, 0.000561640365049243, 4.178692642842428)"
"(264, 378)","(-35.3632612, 149.1652381, 9.57)","(-35.363249897116596, 149.16523493794568, 0)","(0.0041028656996786594, 0.0005309019470587373, 4.178759161625997)"
"(264, 376)","(-35.3632612, 149.1652381, 9.57)","(-35.3632500567218, 149.1652350530375, 0)","(-0.0005313570145517588, 0.0005874059861525893, 4.1786444822894495)"
"(264, 374)","(-35.3632612, 149.1652381, 9.57)","(-35.363250136458284, 149.16523511397295, 0)","(-0.0018444055458530784, 0.0006586587987840176, 4.178820912037985)"
"(264, 378)","(-35.3632612, 149.1652381, 9.57)","(-35.36324990097239, 149.16523494260255, 0)","(0.0038906275294721127, 0.0006221827352419496, 4.178486887608663)"
"(263, 376)","(-35.3632612, 149.1652381, 9.57)","(-35.36325003293839, 149.16523509441294, 0)","(-0.0004071693401783705, 0.0006828468758612871, 4.178713623677389)"
"(263, 374)","(-35.3632612, 149.1652381, 9.57)","(-35.3632501171759, 149.1652351540615, 0)","(-0.0018524304032325745, 0.0006605733069591224, 4.1787336508380335)"
"(264, 379)","(-35.3632612, 149.1652381, 9.57)","(-35.363249872576944, 149.16523492613757, 0)","(0.00399696733802557, 0.0006985717918723822, 4.178674761448995)"
"(264, 377)","(-35.3632612, 149.1652381, 9.57)","(-35.36325003134751, 149.16523503793945, 0)","(-0.0005033646011725068, 0.000693407142534852, 4.178679052983419)"
"(263, 374)","(-35.3632612, 149.1652381, 9.57)","(-35.36325010628183, 149.16523514373884, 0)","(-0.0013105383841320872, 0.0006184047088027, 4.178735081349508)"
"(264, 378)","(-35.3632612, 149.1652381, 9.57)","(-35.363249898777376, 149.16523494125445, 0)","(0.004104305524379015, 0.0006263321847654879, 4.1788368860827845)"
"(263, 376)","(-35.3632612, 149.1652381, 9.57)","(-35.36325004783444, 149.16523509892576, 0)","(-0.0008395409677177668, 0.0005695661529898643, 4.178782765065328)"
"(262, 374)","(-35.3632612, 149.1652381, 9.57)","(-35.363250079406725, 149.16523517891406, 0)","(-0.0009041526936925948, 0.000664862513076514, 4.178796831761495)"
"(266, 378)","(-35.3632612, 149.1652381, 9.57)","(-35.363249933625255, 149.16523485771387, 0)","(0.00431053014472127, 0.0006744092679582536, 4.178696457539694)"
"(263, 376)","(-35.3632612, 149.1652381, 9.57)","(-35.363250060066925, 149.16523511093217, 0)","(-0.0013545610709115863, 0.0006795720546506345, 4.178810421620504)"
"(262, 374)","(-35.3632612, 149.1652381, 9.57)","(-35.363250096814944, 149.16523519351406, 0)","(-0.0016704563749954104, 0.0007279730052687228, 4.178775612507955)"
"(264, 378)","(-35.3632612, 149.1652381, 9.57)","(-35.363249905650925, 149.16523494215107, 0)","(0.003913584165275097, 0.000573707977309823, 4.178675238286154)"
"(261, 375)","(-35.3632612, 149.1652381, 9.57)","(-35.3632500250626, 149.16523519059913, 0)","(-0.00046880662557668984, 0.000548393523786217, 4.178775612507955)"
"(261, 374)","(-35.3632612, 149.1652381, 9.57)","(-35.363250074849795, 149.16523523464735, 0)","(-0.0016471276758238673, 0.0007637061062268913, 4.178806606923239)"
"(265, 378)","(-35.3632612, 149.1652381, 9.57)","(-35.363249921764584, 149.16523490785536, 0)","(0.003832412650808692, 0.000731262902263552, 4.178745571766989)"
"(262, 376)","(-35.3632612, 149.1652381, 9.57)","(-35.36325003416558, 149.16523513750832, 0)","(-0.0010382294422015548, 0.0003919815644621849, 4.178777758275167)"
"(261, 374)","(-35.3632612, 149.1652381, 9.57)","(-35.36325009824344, 149.16523523616127, 0)","(-0.002487905090674758, 0.0003216993936803192, 4.178794209157125)"
"(261, 379)","(-35.3632612, 149.1652381, 9.57)","(-35.36324983807108, 149.16523504873464, 0)","(0.0032530594617128372, 0.0002679080353118479, 4.178870979939596)"
"(261, 375)","(-35.3632612, 149.1652381, 9.57)","(-35.36325007082992, 149.1652352151379, 0)","(-0.0023586677853018045, 0.0002968443150166422, 4.17874795595278)"
"(261, 374)","(-35.3632612, 149.1652381, 9.57)","(-35.36325006865315, 149.16523521574612, 0)","(-0.0012552449479699135, 0.00033092257217504084, 4.178813997899191)"
"(261, 378)","(-35.3632612, 149.1652381, 9.57)","(-35.36324985619378, 149.16523507061126, 0)","(0.0033859694376587868, 0.0005102894501760602, 4.178749386464254)"
"(262, 375)","(-35.3632612, 149.1652381, 9.57)","(-35.36325007776747, 149.16523517443093, 0)","(-0.001963823102414608, 0.000514501181896776, 4.178767029439108)"
"(261, 374)","(-35.3632612, 149.1652381, 9.57)","(-35.363250052406016, 149.1652352192887, 0)","(-0.0007636472000740469, 0.0007536918274126947, 4.17877179781069)"
"(264, 377)","(-35.3632612, 149.1652381, 9.57)","(-35.36324992896077, 149.16523497099314, 0)","(0.003700540866702795, 0.0008171913796104491, 4.17877704301943)"
"(263, 373)","(-35.3632612, 149.1652381, 9.57)","(-35.36325013253391, 149.16523517078983, 0)","(-0.0014431384624913335, 0.0008338687475770712, 4.178879563008444)"
"(263, 372)","(-35.3632612, 149.1652381, 9.57)","(-35.36325010962194, 149.1652351686336, 0)","(0.00034262260305695236, 0.001184675027616322, 4.178892676030294)"
